,,,,,,,,,,,,,label
61078897,2010-08-26 12:32:52+00:00, ,22200000000,en,0,0,0,0, ,Part time $T$ for house/office cleaning http://bit.ly/bQfSUI #singapore,maid,Foreign domestic workers,0
275000000,2018-01-16 11:19:41+00:00, ,9.53E+17,en,0,0,0,7, ,RT @IISS_org: Unique 3 month internship for postgraduate $T$ of Asia-Pacific international relations or security. IISS Singapore - exp,international students,Foreign talents,1
553000000,2022-02-19 11:24:36+00:00, ,1.50E+18,en,0,0,0,313, ,"RT @NewsBFM: 1. Singapore will raise it$T$ minimum qualifying salary for foreign professionals this September.

The minimum m",EP,Foreign talents,-1
529000000,2020-10-15 16:03:55+00:00, ,1.32E+18,en,0,0,0,329, ,RT @sharanvkaur: tfw when you kill a man and get the same punishment as the indian siblings who said systemic $T$ exists in singapore,racism,Xenophobia and racism,-1
19013879,2021-04-23 08:03:50+00:00, ,1.39E+18,en,0,1,0,0, ,Daily roundup: Indonesian $T$ who stabbed Singapore employer more than 90 times gets life imprisonment _ and other top stories today https://t.co/M8CaBabZwR https://t.co/rwUKPMPluj,maid,Foreign domestic workers,-1
1.29E+18,2022-02-24 14:47:58+00:00, ,1.50E+18,en,0,0,0,4, ,RT @srikalaraghava1: Super excited to be co-organising the Singapore International Skin Conference 2022. Exciting line up of speakers. Plea #$T$,international students,Foreign talents,1
3200000000,2021-10-05 08:01:50+00:00, ,1.45E+18,en,0,0,0,0, ,"Singapore: $T$ stole employer's cash, jailed for 8 months https://t.co/PInW0rrmng",maid,Foreign domestic workers,-1
1.19E+18,2020-09-12 21:35:24+00:00, ,1.30E+18,en,1,0,0,2, ,"More than 3,500 electronic wristband devices issued to travellers serving stay-home notices: $T$ https://t.co/uvRpmfQnHi",ICA,Immigration policy,1
733000000,2012-10-09 17:13:01+00:00, ,2.56E+17,en,0,0,0,0, ,Can't believe there are actually people telling the Malays to stop being angry over $T$. Wtf Singapore. #racismApologists #AmyCheong,racism,Xenophobia and racism,-1
2310000000,2015-12-15 09:19:49+00:00, ,6.77E+17,en,0,0,0,0, ,"They were always watching me, scolding me: $T$ at centre of abuse trial: Ms Thelma, 40, had not attempted to ...  https://t.co/rFSzSXuanY",maid,Foreign domestic workers,-1
3020000000,2017-10-18 05:25:05+00:00, ,9.21E+17,en,0,0,1,0, ,The article alleges that @SingaporeAir have a $T$ policy of only hiring Asian cabin crew https://t.co/aLJ0OIyoWA,racist,Xenophobia and racism,-1
1.10E+18,2020-04-26 15:56:21+00:00, ,1.25E+18,en,0,0,1,0, ,"(if im not wrong) theres atleast 2 penal codes in singapore????s statute that made blatant $T$, illegal. so thats why there isnt much (apparent) institutionalised racism in singapore, bc its illegal duh singaporean scared of gahmen m8",racism,Xenophobia and racism,1
19013879,2016-01-04 06:37:25+00:00, ,6.84E+17,en,0,0,0,0, ,"Employer in coma, $T$ unpaid since October https://t.co/TBUBBBcoci https://t.co/OqCc8mDpk1",maid,Foreign domestic workers,-1
250000000,2015-02-10 11:15:17+00:00, ,5.65E+17,en,0,0,0,0, ,"Are you saying $T$ is okay, Pakatan reask  Hishammuddin - Yahoo News Singapore https://t.co/DLJbZWXUN1 via @yahoosg",racism,Xenophobia and racism,0
165000000,2018-10-04 13:51:54+00:00, ,1.05E+18,en,2,0,0,0, ,"Singapore Immigration and Checkpoints Authority ($T$) will be launching an electronic arrival card to replace the paper-based disembarkation/embarkation card foreign visitors summit on arrival.
https://t.co/CQbIbipu21",ICA,Immigration policy,1
1740000000,2018-02-13 11:34:26+00:00, ,9.63E+17,en,0,0,0,413, ,RT @MrFAwesome: ????$T$ doesn????t exist in Singapore???? https://t.co/w9dgMWBkFH,racism,Xenophobia and racism,-1
2930000000,2020-08-18 14:45:06+00:00, ,1.30E+18,en,0,0,0,0, ,Absolutely love how Singapore????s ruling ministers love to shit talk the west when they themselves behave exactly like them. The irony in the behaviour. Which also explains why it is okay for them to be $T$ towards their own people seeing how China treats Muslims etc,racist,Xenophobia and racism,-1
749000000,2012-12-09 10:18:32+00:00, ,2.78E+17,en,0,0,0,1, ,"Someone said that TW are $T$..Mate! Siva is Half Irish &amp; Half Tamil from Singapore and Nareesha is part Jamaepn,British and Pak. #ShutUp",racist,Xenophobia and racism,0
357000000,2020-07-05 21:29:30+00:00, ,1.28E+18,en,0,0,0,11, ,"RT @Hopeily: #IStandWithRaeesah
When minorities speak about $T$ and disparity, they're labelled asps and are forced",racial discrimination,Xenophobia and racism,-1
1.28E+18,2021-08-06 01:21:51+00:00, ,1.42E+18,en,0,0,0,0, ,"Realitiy is that alot of so call ""expats"" jobs in SG can be done by Singaporeans. With this pandemic, foreign and local companies here shd realize hidden high cost of repatriation, delay to $T$, extra expense of hiring foreigners. 
 https://t.co/2IAiY6w0Ak via @Yahoo",work permit,Migrant workers,-1
2560000000,2016-04-03 16:25:40+00:00, ,7.17E+17,en,0,0,0,0, ,Ruling circles Way of Hiring a $T$ in Singapore - Sometimes keeping up with the household duties can be... https://t.co/kAayKCLOrZ,maid,Foreign domestic workers,0
4270000000,2016-11-21 15:18:33+00:00, ,8.01E+17,en,0,0,0,0, ,Singapore: The $T$_Dilemma https://t.co/ocBmEwCzKi https://t.co/Quf8dkw9kc,foreign worker,Migrant workers,-1
1.12E+18,2020-06-26 05:27:47+00:00, ,1.28E+18,en,0,0,0,2494, ,"RT @ummrogix_: Anyone still wanna tell me $T$ doesnt exist in Singapore?? 

Change my MIND ???????? https://t.co/bEdDz7tKMM",racism,Xenophobia and racism,-1
380000000,2021-04-27 11:54:07+00:00, ,1.39E+18,en,0,0,0,183, ,RT @TODAYonline: Police investigating incident on MRT involving woman making $T$ remarks about other commuters https://t.co/gEXxCEhyCt h,racist,Xenophobia and racism,-1
180000000,2015-11-13 00:48:10+00:00, ,6.65E+17,en,1,0,0,0, ,@JustinTrudeau would love to connect with you to inspire some $T$ at a school in Singapore - please get in touch,international students,Foreign talents,1
19107088,2020-12-24 05:21:04+00:00, ,1.34E+18,en,0,0,0,0, ,Singapore tighten$T$ for travellers from South Korea - Bloomberg https://t.co/1toUjI19RF,border measures,Travel restrictions,-1
433000000,2013-06-20 13:04:49+00:00, ,3.48E+17,en,0,0,0,0, ,"????@bangingnarry: ""@1dswaggg There is still no Australian flag emoj.."" $T$ at its finest.????

No Singapore either",racism,Xenophobia and racism,-1
1400000000,2020-10-06 06:17:31+00:00, ,1.31E+18,en,0,0,0,21, ,RT @visakanv: an effective thing I did for conversations abt $T$ in singapore was: I literally made a list of all of the news stories I,racism,Xenophobia and racism,-1
253000000,2022-03-05 03:38:29+00:00, ,1.50E+18,en,0,0,0,0, ,"@jagmal_singh_ Hi Jagmal, there are currently no regulatory $T$ for transit via Singapore to/from India for your intended travel period. You may wish to check our booking system to see if flights or seats are available. Thank you.",travel restrictions,Travel restrictions,1
71726006,2019-07-29 10:38:51+00:00, ,1.16E+18,en,0,0,0,783, ,RT @NazyahKhan: wait why am i seeing chinese people trying to justify that there is ????only a little $T$ left???? in singapore on this app. T,racism,Xenophobia and racism,-1
1.39E+18,2021-05-25 17:42:18+00:00, ,1.40E+18,en,0,0,0,0, ,@STForeignDesk @straits_times Edit: ... we will no longer tolerate $T$ and racism in Singapore...,xenophobia,Xenophobia and racism,-1
1.29E+18,2020-10-27 18:28:50+00:00, ,1.32E+18,en,0,0,0,49, ,"RT @NiramaTandan: low risk countries like South korea, Singapore didnot block their $T$, they are doing extremely well i",international students,Foreign talents,1
33341472,2019-04-10 09:49:12+00:00, ,1.12E+18,en,0,0,1,0, ,@VerizonSupport I__e paid the $10/ day travel $T$ for the past week in Singapore and the data has been painfully slow when it works at all - mostly hasn__ let me go online at all. Texting and calling has been fine but pretty annoyed I spent that money for data and it didn__ work,work pass,Migrant workers,-1
9.50E+17,2018-03-28 04:30:15+00:00, ,9.79E+17,en,0,0,0,0, ,Advantages of study in Singapore for $T$ https://t.co/Z5YNkwsGHT https://t.co/7v9d898Dij,international students,Foreign talents,1
74819814,2010-02-22 15:24:32+00:00, ,9480000000,en,0,0,0,0, ,"#news #business July too soon for smaller firms to adjust to $T$ levy rise: ASME http://chilp.it/624a64
 #singapore",foreign worker,Migrant workers,-1
8.45E+17,2022-03-09 01:09:05+00:00, ,1.50E+18,en,0,0,0,0, ,$T$'s plan to reunite with family stalls when he catches Covid-19 again https://t.co/Td9e8a5RZT via @stcom #COVID19 #DORSCON,foreign worker,Migrant workers,-1
3190000000,2020-02-04 14:09:49+00:00, ,1.22E+18,en,0,0,0,32, ,"RT @RitaPanahi: Odd how Soupy, Pilger and the other 'everything i$T$' malcontents don't say a word about this or the fact that countri",travel restrictions,Travel restrictions,-1
1.00E+18,2021-06-19 09:19:00+00:00, ,1.41E+18,en,0,0,0,0, ,"__ feel like I am trapped in a cage_, says one $T$ in Singapore. He needs special permission to leave hi_ https://t.co/v9QBSbq6yO",migrant worker,Migrant workers,-1
128000000,2011-12-18 23:24:16+00:00, ,1.49E+17,en,0,0,0,0, ,"Govt urged to ratify UN treaty on human trafficking: $T$ Nur Abidah, 33, who has been working in Sin... http://t.co/ixK0m9RA",domestic worker,Foreign domestic workers,0
27360389,2011-01-13 07:23:35+00:00, ,2.55E+16,en,0,0,0,0, ,Three Filipino $T$ charged with helping loansharks: SINGAPORE: Three Filipino maids have been charged with help... http://bit.ly/hJ22wH,maid,Foreign domestic workers,-1
622000000,2018-05-12 01:47:05+00:00, ,9.95E+17,en,0,0,0,1, ,RT @apeconteacher: Check out the good work kids in Advanced Economics at #sasedu are doing. https://t.co/vIBy2t5CeH #$T$,international students,Foreign talents,1
61170405,2019-02-01 02:55:49+00:00, ,1.09E+18,en,0,0,0,0, ,"So easy to get an $T$ in Singapore? No wonder there are so many FTs with fake degrees working here and some with high salaries!

The irony is, we have the best universities in Asia and our local... https://t.co/fp2ie54RHD",employment pass,Foreign talents,-1
1.02E+18,2020-07-09 00:16:34+00:00, ,1.28E+18,en,0,0,0,0, ,$T$ charged with murder of elderly woman https://t.co/ID2PBFugfn,maid,Foreign domestic workers,-1
17649912,2010-08-17 22:18:42+00:00, ,21400000000,en,0,0,0,0, ,"@rosasaur That Human race thing? In Singapore we have to fill in the field, ""RACE"" on so many forms. It's useless and encourage$T$ IMO.",racism,Xenophobia and racism,-1
73860682,2011-12-23 08:33:18+00:00, ,1.50E+17,en,0,0,0,0, ,"Singapore's so happening right now. Aaron Tan, HolyfadedSoldier, SMRT train breakdowns, $T$ MP,suicide of a police officer,now rain flood",racist,Xenophobia and racism,-1
19247081,2020-03-19 15:20:08+00:00, ,1.24E+18,en,0,0,0,16, ,"RT @nate_bowling: There's a lot benevolent $T$ circulating about South Korea, Singapore, and HK and their responses to Covid-19. 

These",racism,Xenophobia and racism,0
973000000,2013-11-14 02:24:45+00:00, ,4.01E+17,en,0,0,0,0, ,"Singapore #1 House, Office Cleaning, SPRing Cleaning, Laundry, Carpet Cleaning &amp; Part Time $T$ Company: http://t.co/9vy8EqgDZc",maid,Foreign domestic workers,0
406000000,2013-08-11 15:53:48+00:00, ,3.67E+17,en,0,0,0,1, ,SO MANY $T$ PEOPLE IN SINGAPORE ALREADY WHUTS UP WITH YOU PEOPLE GOSH,racist,Xenophobia and racism,-1
7.70E+17,2020-09-11 07:01:03+00:00, ,1.30E+18,en,0,0,0,0, ,"Timeline: How acquitted ex-$T$ Parti Liyani, ex-CAG chairman__ family went from harmony to High Court fight https://t.co/hJY3rJHXRP",maid,Foreign domestic workers,0
248000000,2013-12-15 10:06:18+00:00, ,4.12E+17,en,0,0,0,3, ,"RT @naisrichie: Malaysia vs Singapore. 
$T$ mode : on",racist,Xenophobia and racism,-1
9.89E+17,2021-06-14 14:41:57+00:00, ,1.40E+18,en,0,0,0,0, ,"Call 93361824 to hire #$T$ in #Singapore maid agency portal @ https://t.co/SJuBDWZ8JS and hire your professional maid. #Housemaid #Domesticmaid #ElderlyCare #ChildCare #TopmaidAgencies #maidsInSingapore #maidagency indian maid, Myanmar maid,... https://t.co/zHWrZEorOp",maid,Foreign domestic workers,0
3150000000,2021-12-03 14:44:17+00:00, ,1.47E+18,en,0,0,0,0, ,"#UN Committee on Elimination of $T$ publishes findings on #Chile, #Denmark, #Singapore, #Switzerland and #Thailand 
https://t.co/AcBmOr2NVU
#African #Asia #CriminalJustice #Damascus #DNA #European #EuropeanUnion #HealthServices #OHCHR #Roma #SocialMedia https://t.co/9AVjv0RY47",racial discrimination,Xenophobia and racism,0
337000000,2013-11-11 07:13:33+00:00, ,4.00E+17,en,0,0,0,0, ,$T$ in Singapore: will Cambodian maids be better protected? | Kevin Pooniah: C... http://t.co/caEIX49Hmt (via @EricBarbosa11,maid,Foreign domestic workers,-1
186000000,2019-08-21 18:19:58+00:00, ,1.16E+18,en,1,0,0,0, ,"We are pleased to announce the launch of the Global MiM Network, a new global exchange programme with leading institutions in Canada, Singapore and Germany, which will be available to our MSc International Management $T$. Find out more https://t.co/VoRZ97RhlU #ImperialBiz",international students,Foreign talents,1
1.13E+18,2020-01-27 05:08:39+00:00, ,1.22E+18,en,0,0,0,0, ,"Travel advisory issued for non essential travels to mainland China, 14 days leave of absence for returning $T$s and measures from China.

Wuhan virus: Increased border checks, leave of absence among new counter-border measures - CNA https://t.co/WIe2etCOyC",border measures,Travel restrictions,-1
284000000,2020-09-23 00:07:36+00:00, ,1.31E+18,en,0,0,0,0, ,Why the case of a $T$ who battled a millionaire has gripped Singapore https://t.co/AMoBsaYpqn https://t.co/WjuXYXYf8u,maid,Foreign domestic workers,-1
34918368,2015-12-16 11:05:33+00:00, ,6.77E+17,en,0,0,0,0, ,"$T$ warns public of fake websites that phish for passport, visa numbers https://t.co/XNH1CRC6O8",ICA,Immigration policy,0
7.21E+17,2021-07-27 23:25:17+00:00, ,1.42E+18,en,0,0,0,596, ,"RT @betterthemask: $T$, sexual harassment, misconduct and bullying STILL ongoing at Ubisoft. These revelations from Ubisoft Singapore co",racism,Xenophobia and racism,-1
22793955,2022-01-28 19:33:23+00:00, ,1.49E+18,en,0,0,0,0, ,"International Flights: Singapore Airlines Begins Flight Operations From India Through $T$. Here's Full Schedule 
#InternationalFlights
#SingaporeAirlines 
https://t.co/CgbdhQZjGO",VTL,Travel restrictions,1
94076542,2013-05-14 05:02:08+00:00, ,3.34E+17,en,0,0,2,0, ,"@lynnveea I would say coffee i$T$. Indo and Malaysia coffee taste more like coffee, while Singapore coffee taste like water.",racist,Xenophobia and racism,-1
38400130,2020-08-29 12:49:05+00:00, ,1.30E+18,en,11,2,2,7, ,Singapore seeks __uality rather than quantity_: Chan Chun Sing on changes to foreign work $T$ policy https://t.co/r6O2Swealk https://t.co/T5gnD6BTwU,work pass,Migrant workers,-1
226000000,2011-12-28 13:55:48+00:00, ,1.52E+17,en,0,0,0,444, ,"RT @SoSingaporean: #10YearsAgo you dun see that many $T$ or foreigners, it felt more ""SINGAPORE""! #sosingaporean",foreign talents,Foreign talents,-1
341000000,2012-09-12 10:35:57+00:00, ,2.46E+17,en,0,0,0,0, ,NewsInSG: Man jailed six weeks for $T$ abuse: SINGAPORE - A manager was today sentenced to six weeks... http://t.co/qejJp10z #Singapore,maid,Foreign domestic workers,-1
571000000,2012-11-22 14:49:35+00:00, ,2.72E+17,en,0,0,0,0, ,Singapore Will Make It Tougher for Foreigners to Get Top-Tier Work $T$ reports Rolepoint http://t.co/snp9QEaA,work pass,Migrant workers,-1
139000000,2016-03-23 07:08:30+00:00, ,7.13E+17,en,0,0,0,0, ,Couple plead guilty to starving $T$ until she weighed just 29kg https://t.co/gWV4wvCujz,maid,Foreign domestic workers,-1
1.17E+18,2020-02-03 08:59:22+00:00, ,1.22E+18,en,3,0,0,1, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #$T$, #research_international students and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/9eNU9Ow1qi",international students,Foreign talents,1
7.47E+17,2019-07-17 23:50:36+00:00, ,1.15E+18,en,0,0,0,419, ,"RT @jfreewright: America, while ur $T$ prez* attacks diversity &amp; freedom of expression (competitive advantages) and has u infighting ove",racist,Xenophobia and racism,-1
243000000,2012-02-09 02:14:00+00:00, ,1.67E+17,en,0,0,0,0, ,Kesian :/ @ffiff :$T$ killed herself after failing English language test 3 times http://t.co/BtKlgbJf - oh no.. :s,maid,Foreign domestic workers,-1
38645108,2009-09-14 10:21:27+00:00, ,3980000000,en,0,0,0,0, ,"Visa & Immigration Services, India: $T$ and Jobs Malaysia and Singapore: We help in processing and acqui.. http://bit.ly/Hehky",work permit,Migrant workers,0
27404490,2020-03-25 11:53:33+00:00, ,1.24E+18,en,6,0,2,2, ,Covid-19: Work $T$ holders from Malaysia must now get prior SP from Singapore's manpower ministry before entering republic https://t.co/XPlA4g0EV5,S pass,Foreign talents,-1
168000000,2021-02-04 06:41:35+00:00, ,1.36E+18,en,0,0,0,0, ,"KFC for ????_?? lunch is my SOP. From CNA: $T$s from Malaysia, China resigned to spending Chinese New Year in Singapore amid COVID-19 travel restrictions https://t.co/NQh8L7lT5O",travel restrictions,Travel restrictions,-1
2250000000,2020-07-07 10:02:25+00:00, ,1.28E+18,en,0,0,0,0, ,"GROUP 2
LIVER (FATTY LIVER  ALCOHOL LIVER DISEASE , DRUG INDUCED HSPATITIS
Reqd Male indian born in Singapore or indian PR/$T$/DP from india.Age 60+.
The consumer should be experiencing https://t.co/LRxFYtorxb",EP,Foreign talents,0
7.52E+17,2017-01-10 08:27:58+00:00, ,8.19E+17,en,0,0,0,0, ,"Client in Singapore Requires:
1)Beautician (Female)- S $T$ 
Salary S$1100 to 1200
Duty 10.30 am to 08.30 pm... https://t.co/vEkedUQQkm",S pass,Foreign talents,0
129000000,2012-08-10 10:51:19+00:00, ,2.34E+17,en,0,0,1,0, ,My $T$ for Singapore has been approved! 3 weeks to go now!,work permit,Migrant workers,1
783000000,2020-08-01 07:54:34+00:00, ,1.29E+18,en,0,0,0,0, ,"@guardiannews @guardian Singapore Airlines is the WORST airline I've flown. It$T$ staff humiliated and discriminated against me. Could you please watch the video? Thanks!
https://t.co/amqN19C3Yf",racist,Xenophobia and racism,-1
34918368,2013-06-20 02:14:48+00:00, ,3.48E+17,en,0,0,0,0, ,Manila to stop giving new licences to Singapore $T$ agencies http://t.co/jEKzpCRxYi,maid,Foreign domestic workers,-1
4760000000,2018-06-29 02:23:53+00:00, ,1.01E+18,en,0,0,0,0, ,"How to Encourage Your $T$ to Improve her Hygiene
When a Filipino maid and Indonesian maid fly to a new country like Singapore, she carries her values, lifestyle, and habits with her, whether it__ good or bad. Working in the empl_https://t.co/QO13DFyRif https://t.co/WA5Ew1YUNu",maid,Foreign domestic workers,0
58061936,2015-09-16 09:37:01+00:00, ,6.44E+17,en,0,0,1,0, ,$T$ is a perennial problem worldwide. My brother lives in Singapore. He experienced it once. In six years.,racism,Xenophobia and racism,-1
1.04E+18,2019-10-20 11:17:06+00:00, ,1.19E+18,en,0,0,0,0, ,"@ogundamisi $T$ of our Border is one of the best policies of PMB, all borders should remained closed like China.Malasia, Singapore and many other countries did to help their country productions. Legitimate businesses were allowed through our Sea and Air ports",border closure,Travel restrictions,1
23747172,2021-05-14 11:01:02+00:00, ,1.39E+18,en,0,0,0,617, ,"RT @Birdyword: The year is 2287. Hong Kong and Singapore announce the beginning of discussions on a 'travel bubble', though no $T$",travel restrictions,Travel restrictions,1
438000000,2018-03-14 04:45:03+00:00, ,9.74E+17,en,1,0,0,0, ,"#Singapore's Ministry of Manpower will expand the virtual work pass program on March 20 to passs, S  passes, dependent passes and long-term visit $T$es. https://t.co/8JQ6eV6Thr https://t.co/PMlPqS2jsZ",work pass,Migrant workers,1
2460000000,2014-11-03 15:01:46+00:00, ,5.29E+17,en,0,0,0,0, ,Indian $T$ Agency ::: Good Profile ::: Fast &amp; Reliable http://t.co/3IrvI6v2qX,maid,Foreign domestic workers,1
378000000,2020-04-26 12:15:31+00:00, ,1.25E+18,en,0,0,0,365, ,RT @veganwarrior666: sharonliew86 was a satireal account that exposed and brought light to $T$ and ignorance in singapore by mirroring,racism,Xenophobia and racism,-1
124000000,2016-08-29 12:44:04+00:00, ,7.70E+17,en,0,0,0,21, ,"RT @qzindia: The $T$ reality of house-hunting in Singapore: ????Sorry, your wife is Indian???? https://t.co/fW86v9fdst https://t.co/gyfmNe2jzm",racist,Xenophobia and racism,-1
1.35E+18,2021-12-27 02:06:00+00:00, ,1.48E+18,en,0,0,0,7, ,"RT @Catatan_ali7: $T$ From Singapore's Fans ??

Stop racism, we are human beings, establish justice and equality for all

@Singapor$T$oli",racism,Xenophobia and racism,-1
398000000,2012-09-01 07:24:15+00:00, ,2.42E+17,en,0,0,0,1, ,"[TRE] No $T$ in Singapore?! Yes, PIGS can fly!: Hello once again, loyal TRE readers. This is Johnn... http://t.co/HkiUpiYA #singapore",racism,Xenophobia and racism,0
37230170,2020-11-19 19:44:57+00:00, ,1.33E+18,en,0,0,0,0, ,"Significant increase' in firms with work $T$ privileges suspended for discriminatory hiring practices

https://t.co/utm9oiRufu",work pass,Migrant workers,-1
102000000,2012-07-11 01:58:55+00:00, ,2.23E+17,en,0,0,0,0, ,"ikr RT @songboh: $T$ slashed herself, then said want to have sex, then wanted to kill herself in the water tank.huh?!! http://t.co/m2YF8QyZ",maid,Foreign domestic workers,-1
9.89E+17,2021-07-23 07:52:19+00:00, ,1.42E+18,en,0,0,0,0, ,"__ Call 93361824 to hire #$T$ in #Singapore maid agency portal @ https://t.co/SJuBDWZ8JS and hire your professional maid. #Housemaid #Domesticmaid #ElderlyCare #ChildCare #TopmaidAgencies #maidsInSingapore #maidagency indian maid, Myanmar maid,... https://t.co/zHWrZEorOp",maid,Foreign domestic workers,0
104000000,2019-09-28 12:10:01+00:00, ,1.18E+18,en,0,0,0,0, ,"The countdown has begun for $T$'s 2nd APAC Conference in #Singapore! If you are attending this October, share this image to your network to let everyone know! #BIGCompConvo2019 #Compliance #AML #GRC #AnnualConference #Networking @MAS_sg @DiginexGlobal  @CynopsisS  @LexisNexis https://t.co/NAx69mBOK2",ICA,Immigration policy,0
113000000,2014-03-20 04:30:53+00:00, ,4.47E+17,en,0,0,0,0, ,"The alleged murder is the third one involving a $T$ reported so far this year.

Earlier this... http://t.co/nlJbWr6Vc8",domestic worker,Foreign domestic workers,-1
900000000,2014-04-24 04:28:09+00:00, ,4.59E+17,en,0,0,0,0, ,"Do not use $T$ to obfuscate policy failure: Has Singapore _ with a mix of Chinese, Malay, Indian and other... http://t.co/tOQsBfoR7f",racism,Xenophobia and racism,-1
18445669,2021-01-27 14:33:58+00:00, ,1.35E+18,en,0,0,0,5, ,"RT @LedgerInsights: .@qatarairways is the latest to trial the @IATA Travel $T$

It's a #blockchain credentials solution for #Covid_19  dev",S pass,Foreign talents,1
861000000,2018-03-20 12:37:06+00:00, ,9.76E+17,en,0,0,0,0, ,"@BarackObama As one of your biggest fans, just don't forget about #Americans #Homeless #EducationForAll  #$T$ All of your service has been and  is appreciated, thanks for your work on #Gerrymandering too.  Singapore is lucky to have your help.",racism,Xenophobia and racism,1
438000000,2020-06-26 03:21:54+00:00, ,1.28E+18,en,0,0,0,2494, ,"RT @ummrogix_: Anyone still wanna tell me $T$ doesnt exist in Singapore?? 

Change my MIND ???????? https://t.co/bEdDz7tKMM",racism,Xenophobia and racism,-1
92071257,2012-04-03 05:34:00+00:00, ,1.87E+17,en,0,0,0,0, ,Indonesian $T$s Continue to Fall to Deaths in Singapore: A domestic helper cleaning the window of a high-rise a... http://t.co/FEPSLAxh,domestic helper,Foreign domestic workers,-1
406000000,2014-08-04 12:39:00+00:00, ,4.96E+17,en,0,0,0,0, ,there are still $T$ here in singapore? oh god,racist,Xenophobia and racism,-1
8.90E+17,2017-09-07 15:10:53+00:00, ,9.06E+17,en,0,0,0,0, ,Singapore International Graduate Award Fully-Funded internship for $T$ https://t.co/pZAGKKZaGH,international students,Foreign talents,1
38400130,2017-04-13 14:07:53+00:00, ,8.53E+17,en,8,1,0,8, ,Beware of scam callers impersonating immigration officers: $T$ https://t.co/wsB6IbC2dI,ICA,Immigration policy,-1
1.47E+18,2022-01-25 22:43:41+00:00, ,1.49E+18,en,0,0,2,0, ,@Josh17280195 tell me. what have you done for uyghurs in china? $T$ against indian tenants in singapore? the coup in myanmar? the south sudanese coup? trans lives in malaysia and pakistan? why dont you do anything about these issues that dont affect you? are you racism too?,racism,Xenophobia and racism,-1
35524806,2020-08-10 22:33:43+00:00, ,1.29E+18,en,0,0,0,0, ,"The girl, a dependant$T$ holder, is an Indian national. She was asymptomatic.

Two of the teenagers also arrived from India, while a third arrived from the Philippines.

https://t.co/1hOFM9CKTe",S pass,Foreign talents,1
18383003,2013-10-19 05:33:35+00:00, ,3.91E+17,en,0,0,0,0, ,"Hope #Singapore Govt will protect #Cambodia $T$s if employers become abusive, too many horror stories from #malaysia http://t.co/Cttkjg8ILZ",maid,Foreign domestic workers,0
61007563,2012-06-22 03:28:18+00:00, ,2.16E+17,en,0,0,0,0, ,A Unignorable Facts On Singapore $T$ Services No One Is Revealing To You http://t.co/3PIzsgaf,maid,Foreign domestic workers,-1
1640000000,2015-01-07 14:32:21+00:00, ,5.53E+17,en,0,0,0,1131, ,RT @_shween_: ????@Keithfy: Singapore Fucking $T$ gotta use a Malay guy http://t.co/qU2DyuCgvI???? use chinese or indian also racist what. The,racist,Xenophobia and racism,-1
448000000,2014-07-13 04:05:40+00:00, ,4.88E+17,en,0,0,0,1229, ,RT @BawangPurple: $T$ is alive in Singapore. Shame on this pathetic Isetan manager at Wisma Atria. http://t.co/8sbo5fbhaN http://t.co/VR,racism,Xenophobia and racism,-1
1490000000,2015-11-02 15:10:29+00:00, ,6.61E+17,en,0,0,0,0, ,How to get a ?Singapore Dspendant$T$?: VISA &amp; IMMIGRATIONLONG TERM SOCIAL VISIT [...] https://t.co/23sYRx6aep,S pass,Foreign talents,0
25117092,2016-11-03 17:27:22+00:00, ,7.94E+17,en,1,0,0,0, ,From the British Colour Bar to Chinese privilege in #singapore https://t.co/C6HbIA4R1I #$T$ #imperialism #colonialism,racism,Xenophobia and racism,-1
9.04E+17,2020-11-26 06:07:43+00:00, ,1.33E+18,en,0,0,0,1269, ,RT @Nisalcansing: ?BuT bUt ThEre'S nO $T$ iN sInGaPore? https://t.co/nlLpO7IjdU,racism,Xenophobia and racism,-1
63636661,2012-09-29 21:02:46+00:00, ,2.52E+17,en,0,0,1,0, ,@iamgeri_frost Ikr. Malaysia right noe waiting for my $T$ for Singapore.told you I was gonna work there.I miss you too babe so much!:(,work pass,Migrant workers,0
2430000000,2017-08-08 10:40:06+00:00, ,8.95E+17,en,0,0,0,1348, ,"RT @fizzurp_: Singapore wants no $T$/islamophobic citizens too, zip it. https://t.co/F6Qnw4mFcS",racist,Xenophobia and racism,1
227000000,2013-04-23 00:33:42+00:00, ,3.26E+17,en,0,0,0,0, ,... [News] Singapore -- Foreign professionals will have to earn more in the near future to qualify for an... http://t.co/aqp$T$zETVI,employment pass,Foreign talents,-1
280000000,2013-03-14 08:30:30+00:00, ,3.12E+17,en,0,0,0,1, ,More comment on Singapore's growing problem of aggressive $T$  http://t.co/SHJl27cpxf,xenophobia,Xenophobia and racism,-1
1.19E+18,2021-04-22 17:44:36+00:00, ,1.39E+18,en,0,0,0,1284, ,RT @Kirshannmarcus: For those who say $T$ does not exist in Singapore...the way she said "no wonder" after the girl said she was Malay?,racism,Xenophobia and racism,-1
282000000,2013-08-26 21:13:42+00:00, ,3.72E+17,en,0,0,0,0, ,New Recruitment Agencies-A-TEAM $T$ EMPLOYMENT AGENCY http://t.co/NIdbgKRz4j #recruitment #recruiting #hr #staffing #sg,maid,Foreign domestic workers,0
